timestamp,latitude,longitude,speed_kph,heading,road_type_label,trajectory_id
2025-07-19 13:24:21.990424,26.29924113518178,83.96749978579304,70.59844029575606,55.09176166813961,highway,highway_traj_1
2025-07-19 13:24:24.133450,26.299454730165063,83.96782226692577,90.34410979628223,55.09170533122398,highway,highway_traj_1
2025-07-19 13:24:27.041625,26.29972172717494,83.96824161329236,73.1410106486808,55.091648992258,highway,highway_traj_1
2025-07-19 13:24:33.384775,26.300071149993876,83.96856974678134,79.72328809886716,60.24730651801656,highway,highway_traj_1
2025-07-19 13:24:39.834656,26.300219832403474,83.96897796297331,64.95109648282762,61.2542846280445,highway,highway_traj_1
2025-07-19 13:24:35.619741,26.30046258044494,83.96934979809171,67.02348779894659,61.254242508340724,highway,highway_traj_1
2025-07-19 13:24:40.905093,26.300618649803095,83.96983785287195,94.40575917443283,61.254200392555674,highway,highway_traj_1
2025-07-19 13:24:43.326033,26.30087303178801,83.97020257576033,78.22394784934495,63.36196640425783,highway,highway_traj_1
2025-07-19 13:24:40.248332,26.301030490610053,83.97073906480142,74.31819257661105,63.508359985350864,highway,highway_traj_1
2025-07-19 13:24:56.577527,26.301251338160547,83.97108506938861,66.95099342868319,63.50832311828378,highway,highway_traj_1
2025-07-19 13:25:06.389505,26.301367675614376,83.97142331648203,60.42209930375452,63.50828625165576,highway,highway_traj_1
2025-07-19 13:25:13.317344,26.30153177780776,83.97198288556653,93.73323206802779,64.5679942553117,highway,highway_traj_1
2025-07-19 13:25:14.607636,26.301798776675522,83.97232687452843,86.2608133705298,64.74712867555706,highway,highway_traj_1
2025-07-19 13:25:25.177761,26.30188975869742,83.9728106253457,67.17886791479165,64.74709465756337,highway,highway_traj_1
2025-07-19 13:25:18.591323,26.302060100920325,83.97315577882213,64.63908416310998,64.74706063931342,highway,highway_traj_1
2025-07-19 13:25:36.011849,26.302279208969956,83.97358949588374,95.52268522866669,64.74702661883617,highway,highway_traj_1
2025-07-19 13:24:55.933047,26.30246011308552,83.97398350251193,69.87443637870268,64.48855772311083,highway,highway_traj_1
2025-07-19 13:25:09.847786,26.30261656379393,83.97444748044127,82.1152441054182,64.42411910193687,highway,highway_traj_1
2025-07-19 13:25:06.087603,26.302857581099065,83.9748259760325,85.97711113722926,64.42408434210529,highway,highway_traj_1
2025-07-19 13:25:39.406413,26.303049638094226,83.97532883597648,87.77264701929042,64.42404958386356,highway,highway_traj_1
2025-07-19 13:25:15.504376,26.30322122701536,83.97565955048178,98.06121876576339,64.44288016665104,highway,highway_traj_1
2025-07-19 13:25:13.707221,26.303383232591017,83.97605426825837,77.48678867405701,64.98603211133349,highway,highway_traj_1
2025-07-19 13:25:10.503635,26.303526793551875,83.97658457241211,69.50748741566646,64.98599863698473,highway,highway_traj_1
2025-07-19 13:26:10.519735,26.303684986052563,83.9769434866416,82.93260943811583,64.98596516160478,highway,highway_traj_1
2025-07-19 13:25:33.483782,26.303902679058297,83.97745791964482,97.22875149986484,64.98593168553703,highway,highway_traj_1
2025-07-19 13:25:23.637021,26.304070658082924,83.97775553339304,87.3284990663994,64.98589820878146,highway,highway_traj_1
2025-07-19 13:26:11.960252,26.304255891410488,83.97831333693294,97.22470936945314,65.08355338440231,highway,highway_traj_1
2025-07-19 13:26:27.428463,26.30439590174772,83.9787087581536,73.95637394827592,65.18839951767097,highway,highway_traj_1
2025-07-19 13:25:59.300283,26.304611928359538,83.97914447372574,91.20632061377455,65.18836650225307,highway,highway_traj_1
2025-07-19 13:25:58.075338,26.30474368766655,83.97949599837102,80.72037697863911,65.18833348468655,highway,highway_traj_1
2025-07-19 13:25:59.554262,26.304935914664007,83.97998745179775,99.854859000126,65.18830046869522,highway,highway_traj_1
2025-07-19 13:25:52.955491,26.305100312089294,83.98039352298582,78.26949292683999,65.18826745055532,highway,highway_traj_1
2025-07-19 13:26:53.659225,26.305277448706263,83.98070969364201,81.85526776001556,64.00839538517096,highway,highway_traj_1
2025-07-19 13:25:59.043017,26.305433030172253,83.98118136598728,90.05202112556059,62.39682794267185,highway,highway_traj_1
2025-07-19 13:27:05.339488,26.305677938455908,83.98162002010955,66.81601948377974,62.39678848770757,highway,highway_traj_1
2025-07-19 13:25:57.661198,26.30589349920432,83.98195803267262,69.38768673549004,62.39674903198363,highway,highway_traj_1
2025-07-19 13:26:28.161468,26.30611468959525,83.98250544884307,99.33390237375505,61.67489170320118,highway,highway_traj_1
2025-07-19 13:25:39.358822,26.306266112295337,83.98292151181617,84.66772587541696,61.1928660149548,highway,highway_traj_1
2025-07-19 13:27:15.083802,26.306442151029966,83.98332471555766,83.25622546403672,61.19282374436756,highway,highway_traj_1
2025-07-19 13:27:06.036068,26.30673970212955,83.98365003477498,77.63382779206762,61.192781472984734,highway,highway_traj_1
2025-07-19 13:26:41.290888,26.30690924921212,83.98416022578667,60.894184538098074,61.19273920042633,highway,highway_traj_1
2025-07-19 13:26:01.063949,26.307143716175787,83.98451069501719,96.75175434197351,61.19269692859223,highway,highway_traj_1
2025-07-19 13:26:48.546037,26.307304219108,83.9849786894074,90.33995818929799,61.32716782529542,highway,highway_traj_1
2025-07-19 13:27:23.947206,26.30747488139855,83.98538147295987,71.98698585282386,61.424948767038416,highway,highway_traj_1
2025-07-19 13:27:41.159036,26.30766833042261,83.98573223537133,67.63743573806796,61.424907038289575,highway,highway_traj_1
2025-07-19 13:26:51.216809,26.307879214152926,83.98611158365576,96.26466092108956,61.42486530799033,highway,highway_traj_1
2025-07-19 13:27:23.623871,26.30810355473446,83.98658087640568,79.68197198840234,61.42482357766437,highway,highway_traj_1
2025-07-19 13:26:30.563858,26.308357383856737,83.98692750577602,64.07855109337218,61.42478184654988,highway,highway_traj_1
2025-07-19 13:28:09.392215,26.308441922520924,83.98742889501636,87.05153607485258,61.760551885462974,highway,highway_traj_1
2025-07-19 13:28:10.412318,26.308710672413202,83.98784117088644,93.12793994729816,62.166807935177985,highway,highway_traj_1
2025-07-19 13:26:36.344732,26.308853868920657,83.98814843350429,93.9150759900254,62.16676793604688,highway,highway_traj_1
2025-07-19 13:27:44.933478,26.309067654769095,83.98858062725951,78.86431837687405,62.16672794003364,highway,highway_traj_1
2025-07-19 13:27:42.098032,26.309257559467778,83.98897838990239,78.94551831737331,62.16668794210193,highway,highway_traj_1
2025-07-19 13:26:58.002852,26.309473546744027,83.98938282996782,93.0057353628504,62.17055582100926,highway,highway_traj_1
2025-07-19 13:26:17.907640,26.309713401658183,83.98987539880645,82.56995091611971,63.200505192930336,highway,highway_traj_1
2025-07-19 13:28:50.753760,26.30991316588071,83.99020805308966,98.72630486008387,63.20046760262858,highway,highway_traj_1
2025-07-19 13:27:52.591283,26.309998277463936,83.99074499181111,76.58579457086881,63.20043000963125,highway,highway_traj_1
2025-07-19 13:26:47.405256,26.31027391289178,83.99105287513011,84.60196670780228,67.41984995005299,highway,highway_traj_1
