trajectory_id,timestamp,latitude,longitude,speed_kph,heading,acceleration_mps2,angular_velocity_deg_per_sec,dist_to_nearest_highway,dist_to_nearest_service_road,dist_ratio_service_highway,road_type_label
highway_traj_1,2025-07-19 13:24:21.990424,26.29924113518178,83.96749978579304,70.59844029575606,55.09176166813961,0.0,0.0,9999.0,9999.0,0.99999999989999,highway
highway_traj_1,2025-07-19 13:24:24.133450,26.299454730165063,83.96782226692577,90.34410979628223,55.09170533122398,2.559422141677515,-2.6288489096208917e-05,9999.0,9999.0,0.99999999989999,highway
highway_traj_1,2025-07-19 13:24:27.041625,26.29972172717494,83.96824161329236,73.1410106486808,55.091648992258,-1.6431743798469842,-1.9372618902236115e-05,9999.0,9999.0,0.99999999989999,highway
highway_traj_1,2025-07-19 13:24:33.384775,26.300071149993876,83.96856974678134,79.72328809886716,60.24730651801656,0.2882495925257231,0.8127913616670829,9999.0,9999.0,0.99999999989999,highway
highway_traj_1,2025-07-19 13:24:39.834656,26.300219832403474,83.96897796297331,64.95109648282762,61.2542846280445,-0.6361957003564843,0.15612351763202206,9999.0,9999.0,0.99999999989999,highway
highway_traj_1,2025-07-19 13:24:35.619741,26.30046258044494,83.96934979809171,67.02348779894659,61.254242508340724,-0.13657790358227656,9.993013804097706e-06,9999.0,9999.0,0.99999999989999,highway
highway_traj_1,2025-07-19 13:24:40.905093,26.300618649803095,83.96983785287195,94.40575917443283,61.254200392555674,1.4391068926328126,-7.968397383872567e-06,9999.0,9999.0,0.99999999989999,highway
highway_traj_1,2025-07-19 13:24:43.326033,26.30087303178801,83.97020257576033,78.22394784934495,63.36196640425783,-1.8566951639867926,0.8706395084975893,9999.0,9999.0,0.99999999989999,highway
highway_traj_1,2025-07-19 13:24:40.248332,26.301030490610053,83.97073906480142,74.31819257661105,63.508359985350864,0.35251378226925295,-0.04756588800960086,9999.0,9999.0,0.99999999989999,highway
highway_traj_1,2025-07-19 13:24:56.577527,26.301251338160547,83.97108506938861,66.95099342868319,63.50832311828378,-0.12532425558992596,-2.257739409747259e-06,9999.0,9999.0,0.99999999989999,highway
highway_traj_1,2025-07-19 13:25:06.389505,26.301367675614376,83.97142331648203,60.42209930375452,63.50828625165576,-0.18483344554676684,-3.7573084675057984e-06,9999.0,9999.0,0.99999999989999,highway
highway_traj_1,2025-07-19 13:25:13.317344,26.30153177780776,83.97198288556653,93.73323206802779,64.5679942553117,1.3356390693433198,0.1529637169189327,9999.0,9999.0,0.99999999989999,highway
highway_traj_1,2025-07-19 13:25:14.607636,26.301798776675522,83.97232687452843,86.2608133705298,64.74712867555706,-1.6086838176289615,0.13883246601959984,9999.0,9999.0,0.99999999989999,highway
